,id,fecha,hora,cliente,P1,P2,PR,calidad,NI,source
22784,111,2018-03-25,0 days 15:51:52.000000000,158,0.0,0.0,230.0,1,-495.0,E
22785,111,2018-03-25,0 days 15:52:52.000000000,158,0.0,0.0,236.0,1502,-495.0,E
22786,111,2018-03-25,0 days 15:53:52.000000000,158,0.0,0.0,242.0,1502,-495.0,E
22787,0,2018-03-25,0 days 15:54:52.000000000,158,0.0,0.0,231.0,1,-495.0,R
22788,111,2018-03-25,0 days 15:55:52.000000000,158,0.0,0.0,243.0,1502,-495.0,E
22789,111,2018-03-25,0 days 15:56:52.000000000,158,0.0,0.0,237.0,1502,-495.0,E
22790,111,2018-03-25,0 days 15:57:52.000000000,158,0.0,0.0,238.0,1502,-495.0,E
22791,0,2018-03-25,0 days 15:58:52.000000000,158,0.0,0.0,228.0,1,-495.0,R
22792,0,2018-03-25,0 days 15:59:52.000000000,158,0.0,0.0,223.0,1,-495.0,R
22793,0,2018-03-25,0 days 16:00:52.000000000,158,0.0,0.0,220.0,1,-495.0,R
22794,0,2018-03-25,0 days 16:01:52.000000000,158,0.0,0.0,226.0,1,-495.0,R
22795,0,2018-03-25,0 days 16:02:52.000000000,158,0.0,0.0,214.0,1,-495.0,R
22796,111,2018-03-25,0 days 16:03:52.000000000,158,0.0,0.0,211.0,1,-495.0,E
22797,111,2018-03-25,0 days 16:04:52.000000000,158,0.0,0.0,208.0,1,-495.0,E
22798,111,2018-03-25,0 days 16:05:52.000000000,158,0.0,0.0,195.0,1,-495.0,E
22799,0,2018-03-25,0 days 16:06:52.000000000,158,0.0,0.0,196.0,1,-495.0,R
22800,111,2018-03-25,0 days 16:07:52.000000000,158,0.0,0.0,205.0,1,-495.0,E
22801,111,2018-03-25,0 days 16:08:52.000000000,158,0.0,0.0,201.0,1,-495.0,E
22802,111,2018-03-25,0 days 16:09:52.000000000,158,0.0,0.0,199.0,1,-495.0,E
22803,0,2018-03-25,0 days 16:10:52.000000000,158,0.0,0.0,199.0,1,-495.0,R
22804,111,2018-03-25,0 days 16:11:52.000000000,158,0.0,0.0,213.0,1,-495.0,E
22805,111,2018-03-25,0 days 16:12:52.000000000,158,0.0,0.0,214.0,1,-495.0,E
22806,111,2018-03-25,0 days 16:13:52.000000000,158,0.0,0.0,214.0,1,-495.0,E
22807,0,2018-03-25,0 days 16:14:52.000000000,158,0.0,0.0,218.0,1,-495.0,R
22808,111,2018-03-25,0 days 16:15:52.000000000,158,0.0,0.0,236.0,1502,-495.0,E
22809,111,2018-03-25,0 days 16:16:52.000000000,158,0.0,0.0,243.0,1502,-495.0,E
22810,0,2018-03-25,0 days 16:17:52.000000000,158,0.0,0.0,275.0,1502,-495.0,R
22811,111,2018-03-25,0 days 16:18:52.000000000,158,0.0,0.0,245.0,1502,-495.0,E
22812,111,2018-03-25,0 days 16:19:52.000000000,158,0.0,0.0,239.0,1502,-495.0,E
22813,111,2018-03-25,0 days 16:20:52.000000000,158,0.0,0.0,212.0,1,-495.0,E
22814,0,2018-03-25,0 days 16:21:52.000000000,158,0.0,0.0,231.0,1,-495.0,R
22815,0,2018-03-25,0 days 16:22:52.000000000,158,0.0,0.0,217.0,1,-495.0,R
22816,111,2018-03-25,0 days 16:23:52.000000000,158,0.0,0.0,227.0,1,-495.0,E
22817,111,2018-03-25,0 days 16:24:52.000000000,158,0.0,0.0,208.0,1,-495.0,E
22818,0,2018-03-25,0 days 16:25:52.000000000,158,0.0,0.0,209.0,1,-495.0,R
22819,0,2018-03-25,0 days 16:26:52.000000000,158,0.0,0.0,209.0,1,-495.0,R
22820,111,2018-03-25,0 days 16:27:52.000000000,158,0.0,0.0,214.0,1,-495.0,E
22821,0,2018-03-25,0 days 16:28:52.000000000,158,0.0,0.0,220.0,151,-495.0,R
22822,111,2018-03-25,0 days 16:29:52.000000000,158,0.0,0.0,219.0,1,-495.0,E
22823,111,2018-03-25,0 days 16:30:52.000000000,158,0.0,0.0,212.0,1,-495.0,E
22824,0,2018-03-25,0 days 16:31:52.000000000,158,0.0,0.0,212.0,1,-495.0,R
22825,111,2018-03-25,0 days 16:32:52.000000000,158,0.0,0.0,224.0,151,-495.0,E
22826,111,2018-03-25,0 days 16:33:52.000000000,158,0.0,0.0,223.0,151,-495.0,E
22827,0,2018-03-25,0 days 16:34:52.000000000,158,0.0,0.0,217.0,1,-495.0,R
22828,111,2018-03-25,0 days 16:35:52.000000000,158,0.0,0.0,218.0,1,-495.0,E
